year	paper-Name	journal	author-name
2003	Preserving peer replicas by rate-limited sampled voting	SOSP (Operating Systems)	Mary Baker
2003	Preserving peer replicas by rate-limited sampled voting	SOSP (Operating Systems)	TJ Giuli
2003	Preserving peer replicas by rate-limited sampled voting	SOSP (Operating Systems)	Yanto Muliadi
2003	Backtracking intrusions	SOSP (Operating Systems)	Samuel T. King & Peter M. Chen
2001	Untrusted hosts and confidentiality: secure program partitioning	SOSP (Operating Systems)	Steve Zdancewic
2001	Untrusted hosts and confidentiality: secure program partitioning	SOSP (Operating Systems)	Lantian Zheng
2001	Untrusted hosts and confidentiality: secure program partitioning	SOSP (Operating Systems)	Nathaniel Nystrom
2001	Untrusted hosts and confidentiality: secure program partitioning	SOSP (Operating Systems)	Andrew C. Myers
2001	BASE: using abstraction to improve fault tolerance	SOSP (Operating Systems)	Rodrigo Rodrigues
2001	BASE: using abstraction to improve fault tolerance	SOSP (Operating Systems)	Miguel Castro
2001	BASE: using abstraction to improve fault tolerance	SOSP (Operating Systems)	Barbara Liskov
1999	Manageability, availability and performance in Porcupine: a highly scalable, cluster-based mail service	SOSP (Operating Systems)	Yasushi Saito
1999	Manageability, availability and performance in Porcupine: a highly scalable, cluster-based mail service	SOSP (Operating Systems)	Brian N. Bershad
1999	Manageability, availability and performance in Porcupine: a highly scalable, cluster-based mail service	SOSP (Operating Systems)	Henry M. Levy
1999	Cellular Disco: resource management using virtual clusters on shared-memory multiprocessors	SOSP (Operating Systems)	Kinshuk Govil
1999	Cellular Disco: resource management using virtual clusters on shared-memory multiprocessors	SOSP (Operating Systems)	Dan Teodosiu
1999	Cellular Disco: resource management using virtual clusters on shared-memory multiprocessors	SOSP (Operating Systems)	Yongqiang Huang
1999	Cellular Disco: resource management using virtual clusters on shared-memory multiprocessors	SOSP (Operating Systems)	Mendel Rosenblum
1999	The Click modular router	SOSP (Operating Systems)	Robert Morris
1999	The Click modular router	SOSP (Operating Systems)	Eddie Kohler
1999	The Click modular router	SOSP (Operating Systems)	John Jannotti
1999	The Click modular router	SOSP (Operating Systems)	M. Frans Kaashoek
1999	Soft timers: efficient microsecond software timer support for network processing	SOSP (Operating Systems)	Mohit Aron & Peter Druschel
1997	Eraser: a dynamic data race detector for multithreaded programs	SOSP (Operating Systems)	Stefan Savage
1997	Eraser: a dynamic data race detector for multithreaded programs	SOSP (Operating Systems)	Michael Burrows
1997	Eraser: a dynamic data race detector for multithreaded programs	SOSP (Operating Systems)	Greg Nelson
1997	Eraser: a dynamic data race detector for multithreaded programs	SOSP (Operating Systems)	Patrick Sobalvarro
1997	Eraser: a dynamic data race detector for multithreaded programs	SOSP (Operating Systems)	Thomas Anderson
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Jennifer M. Anderson
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Lance M. Berc
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Jeffrey Dean
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Sanjay Ghemawat
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Monika R. Henzinger
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Shun-Tak A. Leung
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Richard L. Sites
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Mark T. Vandevoorde
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	Carl A. Waldspurger
1997	Continuous profiling: where have all the cycles gone?	SOSP (Operating Systems)	William E. Weihl
1997	Disco: running commodity operating systems on scalable multiprocessors	SOSP (Operating Systems)	Edouard Bugnion
1997	Disco: running commodity operating systems on scalable multiprocessors	SOSP (Operating Systems)	Scott Devine
1997	Disco: running commodity operating systems on scalable multiprocessors	SOSP (Operating Systems)	Mendel Rosenblum
2021	A (Slightly) Improved Approximation Algorithm for Metric TSP	STOC (Theory)	Anna R. Karlin
2021	A (Slightly) Improved Approximation Algorithm for Metric TSP	STOC (Theory)	Nathan Klein
2021	A (Slightly) Improved Approximation Algorithm for Metric TSP	STOC (Theory)	Shayan Oveis Gharan
2021	The Complexity of Gradient Descent: CLS = PPAD ∩ PLS	STOC (Theory)	John Fearnley
2021	The Complexity of Gradient Descent: CLS = PPAD ∩ PLS	STOC (Theory)	Paul W. Goldberg
2021	The Complexity of Gradient Descent: CLS = PPAD ∩ PLS	STOC (Theory)	Alexandros Hollender
2021	The Complexity of Gradient Descent: CLS = PPAD ∩ PLS	STOC (Theory)	Rahul Savani
2021	Indistinguishability Obfuscation from Well-Founded Assumptions	STOC (Theory)	Aayush Jain
2021	Indistinguishability Obfuscation from Well-Founded Assumptions	STOC (Theory)	Huijia Lin
2021	Indistinguishability Obfuscation from Well-Founded Assumptions	STOC (Theory)	Amit Sahai
2020	Improved Bounds for The Sunflower Lemma	STOC (Theory)	Ryan Alweiss
2020	Improved Bounds for The Sunflower Lemma	STOC (Theory)	Shachar Lovett
2020	Improved Bounds for The Sunflower Lemma	STOC (Theory)	Kewen Wu
2020	Improved Bounds for The Sunflower Lemma	STOC (Theory)	Jiapeng Zheng
2019	The Reachability Problem for Petri Nets is Not Elementary	STOC (Theory)	Wojciech Czerwinski
2019	The Reachability Problem for Petri Nets is Not Elementary	STOC (Theory)	Slawomir Lasota
2019	The Reachability Problem for Petri Nets is Not Elementary	STOC (Theory)	Ranko Lazic
2019	The Reachability Problem for Petri Nets is Not Elementary	STOC (Theory)	Jerome Leroux
2019	The Reachability Problem for Petri Nets is Not Elementary	STOC (Theory)	Filip Mazowiecki
2018	A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem	STOC (Theory)	Ola Svensson
2018	A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem	STOC (Theory)	Jakub Tarnawski
2018	A Constant-Factor Approximation Algorithm for the Asymmetric Traveling Salesman Problem	STOC (Theory)	László A. Végh
2017	Explicit, Almost Optimal, Epsilon-Balanced Codes	STOC (Theory)	Amnon Ta-Shma
2017	Deciding Parity Games in Quasipolynomial Time	STOC (Theory)	Cristian S. Calude
2017	Deciding Parity Games in Quasipolynomial Time	STOC (Theory)	Sanjay Jain
2017	Deciding Parity Games in Quasipolynomial Time	STOC (Theory)	Bakhadyr Khoussainov
2017	Deciding Parity Games in Quasipolynomial Time	STOC (Theory)	Wei Li
2017	Deciding Parity Games in Quasipolynomial Time	STOC (Theory)	Frank Stephan
2017	A Weighted Linear Matroid Parity Algorithm	STOC (Theory)	Satoru Iwata
2017	A Weighted Linear Matroid Parity Algorithm	STOC (Theory)	Yusuke Kobayashi
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Shrinivas Kudekar
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Santhosh Kumar
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Marco Mondelli
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Henry D. Pfister
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Eren Sasoglu
2016	Reed-Muller Codes Achieve Capacity on Erasure Channels	STOC (Theory)	Rudiger Urbanke
2016	Explicit Two-Source Extractors and Resilient Functions	STOC (Theory)	Eshan Chattopadhyay & David Zuckerman
2016	Graph Isomorphism in Quasipolynomial Time	STOC (Theory)	László Babaí
2015	Exponential Separation of Information and Communication for Boolean Functions	STOC (Theory)	Anat Ganor
2015	Exponential Separation of Information and Communication for Boolean Functions	STOC (Theory)	Gillat Kol
2015	Exponential Separation of Information and Communication for Boolean Functions	STOC (Theory)	Ran Raz
2015	Lower Bounds on the Size of Semidefinite Programming Relaxations	STOC (Theory)	James R. Lee
2015	Lower Bounds on the Size of Semidefinite Programming Relaxations	STOC (Theory)	Prasad Raghavendra
2015	Lower Bounds on the Size of Semidefinite Programming Relaxations	STOC (Theory)	David Steurer
2015	2-Server PIR with sub-polynomial communication	STOC (Theory)	Zeev Dvir & Sivakanth Gopi
2014	The matching polytope has exponential extension complexity	STOC (Theory)	Thomas Rothvoß
2013	Approximation Resistance from Pairwise Independent Subgroups	STOC (Theory)	Siu On Chan
2013	Low Rank Approximation and Regression in Input Sparsity Time	STOC (Theory)	Kenneth L. Clarkson & David P. Woodruff
2012	Linear vs. Semidefinite Extended Formulations: Exponential Separation and Strong Lower Bounds	STOC (Theory)	Samuel Fiorini
2012	Linear vs. Semidefinite Extended Formulations: Exponential Separation and Strong Lower Bounds	STOC (Theory)	Serge Massar
2012	Linear vs. Semidefinite Extended Formulations: Exponential Separation and Strong Lower Bounds	STOC (Theory)	Sebastian Pokutta
2012	Linear vs. Semidefinite Extended Formulations: Exponential Separation and Strong Lower Bounds	STOC (Theory)	Hans Tiwary
2012	Linear vs. Semidefinite Extended Formulations: Exponential Separation and Strong Lower Bounds	STOC (Theory)	Ronald de Wolf
2012	The Cell Probe Complexity of Dynamic Range Counting	STOC (Theory)	Kasper Larsen
2011	Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs	STOC (Theory)	Paul Christiano
2011	Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs	STOC (Theory)	Jonathan A. Kelner
2011	Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs	STOC (Theory)	Aleksander Mądry
2011	Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs	STOC (Theory)	Daniel A. Spielman
2011	Electrical flows, laplacian systems, and faster approximation of maximum flow in undirected graphs	STOC (Theory)	Shang-Hua Teng
2011	Subexponential lower bounds for randomized pivoting rules for the simplex algorithm	STOC (Theory)	Oliver Friedmann
2011	Subexponential lower bounds for randomized pivoting rules for the simplex algorithm	STOC (Theory)	Thomas Dueholm Hansen
2011	Subexponential lower bounds for randomized pivoting rules for the simplex algorithm	STOC (Theory)	Uri Zwick
2010	QIP = PSPACE	STOC (Theory)	Rahul Jain
2010	QIP = PSPACE	STOC (Theory)	Zhengfeng Ji
2010	QIP = PSPACE	STOC (Theory)	Sarvagya Upadhyay
2010	QIP = PSPACE	STOC (Theory)	John Watrous
2010	An improved LP-based approximation for steiner tree	STOC (Theory)	Jaroslaw Byrka
2010	An improved LP-based approximation for steiner tree	STOC (Theory)	Fabrizio Grandoni
2010	An improved LP-based approximation for steiner tree	STOC (Theory)	Thomas Rothvoß
2010	An improved LP-based approximation for steiner tree	STOC (Theory)	Laura Sanità
2009	A constructive proof of the Lovász local lemma	STOC (Theory)	Robin A. Moser
2009	Public-Key Cryptosystems from the Worst-Case Shortest Vector Problem	STOC (Theory)	Chris Peikert
2008	Optimal hierarchical decompositions for congestion minimization in networks	STOC (Theory)	Harald Räcke
2008	Optimal algorithms and inapproximability results for every CSP?	STOC (Theory)	Prasad Raghavendra
2007	Faster integer multiplication	STOC (Theory)	Martin Fürer
2007	Towards 3-query locally decodable codes of subexponential length	STOC (Theory)	Sergey Yekhanin
2006	The PCP theorem by gap amplification	STOC (Theory)	Irit Dinur
2005	Undirected ST-connectivity in log-space	STOC (Theory)	Omer Reingold
2004	Expander flows, geometric embeddings and graph partitioning	STOC (Theory)	Sanjeev Arora
2004	Expander flows, geometric embeddings and graph partitioning	STOC (Theory)	Satish Rao
2004	Expander flows, geometric embeddings and graph partitioning	STOC (Theory)	Umesh Vazirani
2004	Multi-linear formulas for permanent and determinant are of super-polynomial size	STOC (Theory)	Ran Raz
2003	Derandomizing polynomial identity tests means proving circuit lower bounds	STOC (Theory)	Valentine Kabanets & Russell Impagliazzo
2003	New lattice-based cryptographic constructions	STOC (Theory)	Oded Regev
2021	Altering Perceived Softness of Real Rigid Objects by Restricting Fingerpad Deformation	UIST (User Interface)	Yujie Tao
2021	Altering Perceived Softness of Real Rigid Objects by Restricting Fingerpad Deformation	UIST (User Interface)	Shan-Yuan Teng
2021	Altering Perceived Softness of Real Rigid Objects by Restricting Fingerpad Deformation	UIST (User Interface)	Pedro Lopes
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	Mohamed Kari
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	Tobias Grosse-Puppendahl
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	Alexander Jagaciak
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	David Bethge
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	Reinhard Schütte
2021	SoundsRide: Affordance-Synchronized Music Mixing for In-Car Audio Augmented Reality	UIST (User Interface)	Christian Holz
2021	Ten Million Users and Ten Years Later: Python Tutor's Design Guidelines for Building Scalable and Sustainable Research Software in Academia	UIST (User Interface)	Philip Guo
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Jun Nishida
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Soichiro Matsuda
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Hiroshi Matsui
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Shan-Yuan Teng
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Ziwei Liu
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Kenji Suzuki
2020	HandMorph: A Passive Exoskeleton that Miniaturizes Grasp	UIST (User Interface)	Pedro Lopes
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Zheer Xu
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Pui Chung Wong
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Jun Gong
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Te-Yen Wu
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Aditya Nittala
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Xiaojun Bi
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Jürgen Steimle
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Hongbo Fu
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Kening Zhu
2019	TipText: Eyes-Free Text Entry on a Fingertip Keyboard	UIST (User Interface)	Xing-Dong Yang
2018	Authoring and Verifying Human-Robot Interactions	UIST (User Interface)	David Porfirio
2018	Authoring and Verifying Human-Robot Interactions	UIST (User Interface)	Allison Sauppé
2018	Authoring and Verifying Human-Robot Interactions	UIST (User Interface)	Aws Albarghouthi
2018	Authoring and Verifying Human-Robot Interactions	UIST (User Interface)	Bilge Mutlu
2018	Porta: Profiling Software Tutorials Using Operating-System-Wide Activity Tracing	UIST (User Interface)	Alok Mysore & Philip J. Guo
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Patrick Parzer
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Florian Perteneder
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Kathrin Probst
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Christian Rendl
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Joanne Leong
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Sarah Schuetz
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Anita Vogl
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Reinhard Schwoediauer
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Martin Kaltenbrunner
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Siegfried Bauer
2018	RESi: A Highly Flexible, Pressure-Sensitive, Imperceptible Textile Interface Based on Resistive Yarns	UIST (User Interface)	Michael Haller
2017	Triggering Artwork Swaps for Live Animation	UIST (User Interface)	Nora S. Willett
2017	Triggering Artwork Swaps for Live Animation	UIST (User Interface)	Wilmot Li
2017	Triggering Artwork Swaps for Live Animation	UIST (User Interface)	Jovan Popovic
2017	Triggering Artwork Swaps for Live Animation	UIST (User Interface)	Adam Finkelstein
2017	Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality	UIST (User Interface)	Inrak Choi
2017	Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality	UIST (User Interface)	Heather Culbertson
2017	Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality	UIST (User Interface)	Mark R. Miller
2017	Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality	UIST (User Interface)	Alex Olwal
2017	Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality	UIST (User Interface)	Sean Follmer
2017	AirCode: Unobtrusive Physical Tags for Digital Fabrication	UIST (User Interface)	Dingzeyu Li
2017	AirCode: Unobtrusive Physical Tags for Digital Fabrication	UIST (User Interface)	Avinash S. Nair
2017	AirCode: Unobtrusive Physical Tags for Digital Fabrication	UIST (User Interface)	Shree K. Nayar
2017	AirCode: Unobtrusive Physical Tags for Digital Fabrication	UIST (User Interface)	Changxi Zheng
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Artem Dementyev
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Hsin-Liu (Cindy) Kao
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Inrak Choi
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Deborah Ajilo
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Maggie Xu
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Joseph Paradiso
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Chris Schmandt
2016	Rovables: Miniature On-Body Robots as Mobile Wearables	UIST (User Interface)	Sean Follmer
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Mathieu Le Goc
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Lawrence H. Kim
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Ali Parsaei
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Jean-Daniel Fekete
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Pierre Dragicevic
2016	Zooids: Building Blocks for Swarm User Interfaces	UIST (User Interface)	Sean Follmer
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Joanne Leong
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Patrick Parzer
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Florian Perteneder
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Teo Babic
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Christian Rendl
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Anita Vogl
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Hubert Egger
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Alex Olwal
2016	proCover: Sensory Augmentation of Prosthetic Limbs Using Smart Textile Covers	UIST (User Interface)	Michael Haller
2016	ViBand: High-Fidelity Bio-Acoustic Sensing Using Commodity Smartwatch Accelerometers	UIST (User Interface)	Gierad Laput
2016	ViBand: High-Fidelity Bio-Acoustic Sensing Using Commodity Smartwatch Accelerometers	UIST (User Interface)	Robert Xiao
2016	ViBand: High-Fidelity Bio-Acoustic Sensing Using Commodity Smartwatch Accelerometers	UIST (User Interface)	Chris Harrison
2015	Foldio: Digital Fabrication of Interactive and Shape-Changing Objects With Foldable Printed Electronics	UIST (User Interface)	Simon Olberding
2015	Foldio: Digital Fabrication of Interactive and Shape-Changing Objects With Foldable Printed Electronics	UIST (User Interface)	Sergio Soto Ortega
2015	Foldio: Digital Fabrication of Interactive and Shape-Changing Objects With Foldable Printed Electronics	UIST (User Interface)	Klaus Hildebrandt
2015	Foldio: Digital Fabrication of Interactive and Shape-Changing Objects With Foldable Printed Electronics	UIST (User Interface)	Jurgen Steimle
2015	Orbits: Gaze Interaction for Smart Watches using Smooth Pursuit Eye Movements	UIST (User Interface)	Augusto Esteves
2015	Orbits: Gaze Interaction for Smart Watches using Smooth Pursuit Eye Movements	UIST (User Interface)	Eduardo Velloso
2015	Orbits: Gaze Interaction for Smart Watches using Smooth Pursuit Eye Movements	UIST (User Interface)	Andreas Bulling
2015	Orbits: Gaze Interaction for Smart Watches using Smooth Pursuit Eye Movements	UIST (User Interface)	Hans Gellersen
2015	Webstrates: Shareable Dynamic Media	UIST (User Interface)	Clemens Klokmose
2015	Webstrates: Shareable Dynamic Media	UIST (User Interface)	James Eagan
2015	Webstrates: Shareable Dynamic Media	UIST (User Interface)	Siemen Baader
2015	Webstrates: Shareable Dynamic Media	UIST (User Interface)	Wendy Mackay
2015	Webstrates: Shareable Dynamic Media	UIST (User Interface)	Michel Beaudouin-Lafon
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Ken Hinckley
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Michel Pahud
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Hrvoje Benko
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Pourang Irani
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Marcel Gavriliu
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	François Guimbretière
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Xiang Anthony Chen
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Fabrice Matulic
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	William Buxton
2014	Sensing Techniques for Tablet+Stylus Interaction	UIST (User Interface)	Andrew Wilson
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Daniela Retelny
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Sébastien Robaszkiewicz
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Alexandra To
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Walter Lasecki
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Jay Patel
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Negar Rahmati
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Tulsee Doshi
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Melissa Valentine
2014	Expert Crowdsourcing with Flash Teams	UIST (User Interface)	Michael Bernstein
2014	PrintScreen: Fabricating Highly Customizable Thin-film Touch-Displays	UIST (User Interface)	Simon Olberding
2014	PrintScreen: Fabricating Highly Customizable Thin-film Touch-Displays	UIST (User Interface)	Michael Wessely
2014	PrintScreen: Fabricating Highly Customizable Thin-film Touch-Displays	UIST (User Interface)	Jürgen Steimle
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Lining Yao
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Ryuma Niiyama
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Jifei Ou
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Sean Follmer
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Clark Della Silva
2013	PneUI: Pneumatically Actuated Soft Composite Materials for Shape Changing Interfaces	UIST (User Interface)	Hiroshi Ishii
2013	Touch & Activate: Adding Interactivity to Existing Objects using Active Acoustic Sensing	UIST (User Interface)	Makoto Ono
2013	Touch & Activate: Adding Interactivity to Existing Objects using Active Acoustic Sensing	UIST (User Interface)	Buntarou Shizuki
2013	Touch & Activate: Adding Interactivity to Existing Objects using Active Acoustic Sensing	UIST (User Interface)	Jiro Tanaka
2013	Fiberio: A Touchscreen that Senses Fingerprints	UIST (User Interface)	Christian Holz & Patrick Baudisch
2012	Jamming User Interfaces: Programmable Particle Stiffness and Sensing for Malleable and Shape-Changing Devices	UIST (User Interface)	Sean Follmer
2012	Jamming User Interfaces: Programmable Particle Stiffness and Sensing for Malleable and Shape-Changing Devices	UIST (User Interface)	Daniel Leithinger
2012	Jamming User Interfaces: Programmable Particle Stiffness and Sensing for Malleable and Shape-Changing Devices	UIST (User Interface)	Alex Olwal
2012	Jamming User Interfaces: Programmable Particle Stiffness and Sensing for Malleable and Shape-Changing Devices	UIST (User Interface)	Nadia Cheng
2012	Jamming User Interfaces: Programmable Particle Stiffness and Sensing for Malleable and Shape-Changing Devices	UIST (User Interface)	Hiroshi Ishii
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Neel Joshi
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Sisil Mehta
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Steven Drucker
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Eric Stollnitz
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Hugues Hoppe
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Matt Uyttendaele
2012	Cliplets: juxtaposing still and dynamic imagery	UIST (User Interface)	Michael Cohen
2012	CrowdScape: interactively visualizing user behavior and output	UIST (User Interface)	Jeffrey Rzeszotarski & Aniket Kitur
2011	SideBySide: Ad-hoc Multi-user Interaction with Handheld Projectors	UIST (User Interface)	Karl D.D. Willis
2011	SideBySide: Ad-hoc Multi-user Interaction with Handheld Projectors	UIST (User Interface)	Ivan Poupyrev
2011	SideBySide: Ad-hoc Multi-user Interaction with Handheld Projectors	UIST (User Interface)	Scott E. Hudson
2011	SideBySide: Ad-hoc Multi-user Interaction with Handheld Projectors	UIST (User Interface)	Moshe Mahler
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Jeffrey P. Bigham
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Chandrika Jayant
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Hanjie Ji
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Greg Little
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Andrew Miller
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Robert C. Miller
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Robin Miller
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Aubrey Tatarowicz
2010	VizWiz: nearly real-time answers to visual questions	UIST (User Interface)	Brandyn White
